combined_hours,Date,Time,LD1_Warning,LD1_Fault,LD2_Warning,LD2_Fault,LD3_Warning,LD3_Fault,Filename
140.286039777,02/14/2018,08:11:52 PM,Warnings=None. , Faults=,,,,,F3E21802109
140.366721006,02/14/2018,08:16:12 PM,Warnings=None. , Faults=,,,,,F3E21802109
142.774745402,02/14/2018,10:40:44 PM,Warnings=None. , Faults=,,,,,F3E21802109
143.159532805,02/14/2018,11:03:44 PM,Warnings=None. , Faults=,,,,,F3E21802109
143.252626532,02/14/2018,11:09:52 PM,Warnings=None. , Faults=,,,,,F3E21802109
143.379854625,02/14/2018,11:17:53 PM,Warnings=None. , Faults=,,,,,F3E21802109
145.704094666,02/15/2018,01:37:03 AM,Warnings=None. , Faults=,,,,,F3E21802109
146.231625784,02/15/2018,02:08:55 AM,Warnings=None. , Faults=,,,,,F3E21802109
146.482978846,02/15/2018,02:23:33 AM,Warnings=None. , Faults=,,,,,F3E21802109
146.50780384,02/15/2018,02:24:55 AM,Warnings=None. , Faults=,,,,,F3E21802109
147.401503615,02/15/2018,03:18:45 AM,Warnings=None. , Faults=,,,,,F3E21802109
147.503906714,02/15/2018,03:25:23 AM,Warnings=None. , Faults=,,,,,F3E21802109
147.652856677,02/15/2018,03:33:23 AM,Warnings=None. , Faults=,,,,,F3E21802109
148.835147005,02/15/2018,04:45:05 AM,Warnings=None. , Faults=,,,,,F3E21802109
149.207521912,02/15/2018,05:07:25 AM,Warnings=None. , Faults=,,,,,F3E21802109
149.216831284,02/15/2018,05:07:55 AM,Warnings=None. , Faults=,,,,,F3E21802109
149.840559253,02/15/2018,05:44:53 AM,Warnings=None. , Faults=,,,,,F3E21802109
150.256377898,02/15/2018,06:09:35 AM,Warnings=None. , Faults=,,,,,F3E21802109
151.137665177,02/27/2018,08:01:07 AM,Warnings=None. , Faults=,,,,,F3E21802109
151.361090121,02/27/2018,08:14:17 AM,Warnings=None. , Faults=,,,,,F3E21802109
151.959993096,02/27/2018,08:49:57 AM,Warnings=None. , Faults=,,,,,F3E21802109
152.38201799,02/27/2018,09:16:07 AM,Warnings=None. , Faults=,,,,,F3E21802109
152.391327362,02/27/2018,09:16:37 AM,Warnings=None. , Faults=,,,,,F3E21802109
152.400636735,02/27/2018,09:17:07 AM,Warnings=None. , Faults=,,,,,F3E21802109
152.540277325,02/27/2018,09:24:37 AM,Warnings=None. , Faults=,,,,,F3E21802109
152.788527263,02/27/2018,09:40:17 AM,Warnings=None. , Faults=,,,,,F3E21802109
152.807146008,02/27/2018,09:41:17 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.253995896,02/27/2018,10:07:37 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.297439635,02/27/2018,10:11:07 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.449492722,02/27/2018,10:19:17 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.644989548,02/27/2018,10:30:57 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.669814541,02/27/2018,10:33:27 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.778423889,02/27/2018,10:39:19 AM,Warnings=None. , Faults=,,,,,F3E21802109
153.87462074,02/27/2018,10:45:37 AM,Warnings=None. , Faults=,,,,,F3E21802109
154.256305019,02/27/2018,11:08:27 AM,Warnings=None. , Faults=,,,,,F3E21802109
154.982436087,02/27/2018,11:52:07 AM,Warnings=None. , Faults=,,,,,F3E21802109
155.047601695,02/27/2018,11:55:37 AM,Warnings=None. , Faults=,,,,,F3E21802109
155.072426689,02/27/2018,11:56:59 AM,Warnings=None. , Faults=,,,,,F3E21802109
155.382739111,02/27/2018,12:15:57 PM,Warnings=None. , Faults=,,,,,F3E21802109
155.494451583,02/27/2018,12:21:57 PM,Warnings=None. , Faults=,,,,,F3E21802109
155.671329664,02/27/2018,12:32:37 PM,Warnings=None. , Faults=,,,,,F3E21802109
156.009570204,02/27/2018,12:53:07 PM,Warnings=None. , Faults=,,,,,F3E21802109
156.803970004,02/27/2018,01:40:27 PM,Warnings=None. , Faults=,,,,,F3E21802109
157.390460482,02/27/2018,02:16:39 PM,Warnings=None. , Faults=,,,,,F3E21802109
158.281057134,02/27/2018,03:09:07 PM,Warnings=None. , Faults=,,,,,F3E21802109
158.467244587,02/27/2018,03:20:17 PM,Warnings=None. , Faults=,,,,,F3E21802109
158.662741413,02/27/2018,03:31:57 PM,Warnings=None. , Faults=,,,,,F3E21802109
158.755835139,02/27/2018,03:38:07 PM,Warnings=None. , Faults=,,,,,F3E21802109
159.599884927,02/27/2018,04:28:09 PM,Warnings=None. , Faults=,,,,,F3E21802109
160.350840989,02/27/2018,05:13:07 PM,Warnings=None. , Faults=,,,,,F3E21802109
160.471862833,02/27/2018,05:20:47 PM,Warnings=None. , Faults=,,,,,F3E21802109
160.896990852,02/27/2018,05:45:59 PM,Warnings=None. , Faults=,,,,,F3E21802109
